id,name,element_type_name,team_name,now_cost,status,chance_of_playing,total_points,expected_points
72,MarkTravers,GKP,Bournemouth,43,a,1.0,4,0.8
258,TimothyCastagne,DEF,Leicester,45,a,1.0,4,0.8
257,DanielAmartey,DEF,Leicester,41,a,1.0,4,0.8
457,AaronCresswell,DEF,West Ham,48,a,1.0,4,0.8
212,HarryWilson,MID,Fulham,57,a,1.0,4,0.8
444,YvesBissouma,MID,Spurs,47,a,1.0,4,0.8
57,AdamSmith,DEF,Bournemouth,43,a,1.0,4,0.8
29,PhilippeCoutinho Correia,MID,Aston Villa,66,a,1.0,4,0.8
576,MarcosSenesi,DEF,Bournemouth,44,a,1.0,4,0.8
440,RodrigoBentancur,MID,Spurs,54,a,1.0,4,0.8
491,AdamaTraoré Diarra,MID,Wolves,54,a,1.0,8,1.6
536,OrelMangala,MID,Nott'm Forest,49,a,1.0,8,1.6
103,DannyWelbeck,FWD,Brighton,65,a,1.0,8,1.6
472,NayefAguerd,DEF,West Ham,48,a,1.0,8,1.6
227,PatrickBamford,FWD,Leeds,72,a,1.0,8,1.6
321,RoméoLavia,MID,Southampton,45,a,1.0,8,1.6
48,CarneyChukwuemeka,MID,Chelsea,43,a,1.0,8,1.6
287,NabyKeita,MID,Liverpool,47,a,1.0,8,1.6
309,AymericLaporte,DEF,Man City,57,a,1.0,8,1.6
701,WoutWeghorst,FWD,Man Utd,60,a,1.0,8,1.6
69,RyanChristie,MID,Bournemouth,53,a,1.0,8,1.6
194,VitaliiMykolenko,DEF,Everton,43,a,1.0,8,1.6
385,ScottMcKenna,DEF,Nott'm Forest,44,a,1.0,8,1.6
549,DennisPraet,MID,Leicester,48,a,1.0,8,1.6
261,JamesMaddison,MID,Leicester,80,a,1.0,8,1.6
245,MarcRoca Junqué,MID,Leeds,48,a,1.0,8,1.6
86,VitalyJanelt,MID,Brentford,55,a,1.0,8,1.6
430,EricDier,DEF,Spurs,51,a,1.0,13,2.6
109,JoëlVeltman,DEF,Brighton,46,a,1.0,13,2.6
235,PascalStruijk,DEF,Leeds,45,a,1.0,13,2.6
308,NathanAké,DEF,Man City,51,a,1.0,13,2.6
373,JoeWillock,MID,Newcastle,47,a,1.0,13,2.6
266,KiernanDewsbury-Hall,MID,Leicester,49,a,1.0,13,2.6
233,JackHarrison,MID,Leeds,58,a,1.0,13,2.6
369,MiguelAlmirón Rejala,MID,Newcastle,57,a,1.0,13,2.6
186,AlexIwobi,MID,Everton,54,a,1.0,13,2.6
533,LisandroMartínez,DEF,Man Utd,45,a,1.0,13,2.6
31,EmilianoMartínez Romero,GKP,Aston Villa,49,a,1.0,13,2.6
520,KalidouKoulibaly,DEF,Chelsea,55,a,1.0,13,2.6
205,BobbyDe Cordova-Reid,MID,Fulham,55,a,1.0,13,2.6
329,RaphaëlVarane,DEF,Man Utd,48,a,1.0,13,2.6
602,Renan AugustoLodi dos Santos,DEF,Nott'm Forest,43,a,1.0,18,3.6
262,KelechiIheanacho,FWD,Leicester,61,a,1.0,18,3.6
474,WillyBoly,DEF,Nott'm Forest,42,a,1.0,18,3.6
89,YoaneWissa,MID,Brentford,53,a,1.0,18,3.6
445,EmersonLeite de Souza Junior,DEF,Spurs,49,a,1.0,18,3.6
370,SeanLongstaff,MID,Newcastle,43,a,1.0,18,3.6
217,AntoneeRobinson,DEF,Fulham,44,a,1.0,18,3.6
307,EdersonSantana de Moraes,GKP,Man City,54,a,1.0,18,3.6
10,BenjaminWhite,DEF,Arsenal,47,a,1.0,18,3.6
19,GabrielMartinelli Silva,MID,Arsenal,66,a,1.0,18,3.6
75,JaidonAnthony,MID,Bournemouth,52,a,1.0,18,3.6
264,HarveyBarnes,MID,Leicester,67,a,1.0,21,4.2
482,NélsonCabral Semedo,DEF,Wolves,50,a,1.0,21,4.2
366,FabianSchär,DEF,Newcastle,52,a,1.0,26,5.2
377,SvenBotman,DEF,Newcastle,45,a,1.0,26,5.2
11,EddieNketiah,FWD,Arsenal,67,a,1.0,26,5.2
13,BukayoSaka,MID,Arsenal,82,a,1.0,26,5.2
427,HarryKane,FWD,Spurs,117,a,1.0,31,6.2
42,EmilianoBuendía Stati,MID,Aston Villa,57,a,1.0,31,6.2
7,MartinØdegaard,MID,Arsenal,70,a,1.0,31,6.2
107,SollyMarch,MID,Brighton,52,a,1.0,36,7.2
124,KaoruMitoma,MID,Brighton,52,a,1.0,42,8.4
148,ConorGallagher,MID,Chelsea,57,a,1.0,9,1.8
297,DarwinNúñez Ribeiro,FWD,Liverpool,87,a,1.0,9,1.8
530,ChrisRichards,DEF,Crystal Palace,44,a,1.0,9,1.8
609,Antony Matheusdos Santos,MID,Man Utd,73,a,1.0,9,1.8
130,Jorge LuizFrello Filho,MID,Arsenal,58,a,1.0,9,1.8
209,TosinAdarabioyo,DEF,Fulham,45,a,1.0,9,1.8
464,SaïdBenrahma,MID,West Ham,56,a,1.0,9,1.8
114,TariqLamptey,DEF,Brighton,42,a,1.0,9,1.8
286,JosephGomez,DEF,Liverpool,43,a,1.0,9,1.8
255,JamieVardy,FWD,Leicester,91,a,1.0,9,1.8
221,LiamCooper,DEF,Leeds,44,a,1.0,9,1.8
432,BenDavies,DEF,Spurs,48,a,1.0,9,1.8
534,DwightMcNeil,MID,Everton,51,a,1.0,9,1.8
210,AleksandarMitrović,FWD,Fulham,70,a,1.0,9,1.8
595,MathiasJorgensen,DEF,Brentford,40,a,1.0,9,1.8
545,EmersonPalmieri dos Santos,DEF,West Ham,40,a,1.0,9,1.8
319,JuliánÁlvarez,FWD,Man City,60,a,1.0,9,1.8
166,OdsonneEdouard,FWD,Crystal Palace,51,a,1.0,9,1.8
401,AlexMcCarthy,GKP,Southampton,43,d,0.75,0,0.0
527,JesseLingard,MID,Nott'm Forest,54,d,0.25,0,0.0
511,OmarRichards,DEF,Nott'm Forest,44,d,0.25,0,0.0
94,ShandonBaptiste,MID,Brentford,45,d,0.75,0,0.0
249,JonnyEvans,DEF,Leicester,44,d,0.5,0,0.0
272,WesleyFofana,DEF,Chelsea,43,d,0.25,0,0.0
179,AndrosTownsend,MID,Everton,54,d,0.25,0,0.0
622,JuanLarios López,DEF,Southampton,40,d,0.25,0,0.0
180,MichaelKeane,DEF,Everton,42,d,0.5,0,0.0
507,MoussaNiakhaté,DEF,Nott'm Forest,43,d,0.25,0,0.0
473,AlphonseAreola,GKP,West Ham,43,d,0.75,0,0.0
535,MarcusTavernier,MID,Bournemouth,47,d,0.5,0,0.0
23,ReissNelson,MID,Arsenal,47,d,0.5,0,0.0
256,RicardoBarbosa Pereira,DEF,Leicester,43,d,0.25,0,0.0
67,LewisCook,MID,Bournemouth,49,d,0.5,5,0.5
481,HwangHee-chan,MID,Wolves,57,d,0.25,10,0.5
559,LeviColwill,DEF,Brighton,44,d,0.25,10,0.5
282,Fabio HenriqueTavares,MID,Liverpool,53,d,0.75,5,0.75
698,MarioLemina,MID,Wolves,45,d,0.75,5,1.25
191,DominicCalvert-Lewin,FWD,Everton,79,d,0.75,10,1.5
596,EvanFerguson,FWD,Brighton,46,d,0.75,27,4.05
73,LloydKelly,DEF,Bournemouth,43,d,0.5,3,0.3
588,ThiloKehrer,DEF,West Ham,44,d,0.75,2,0.3
66,DominicSolanke,FWD,Bournemouth,55,d,0.5,3,0.3
265,WilfredNdidi,MID,Leicester,48,d,0.75,4,0.6
101,AdamLallana,MID,Brighton,49,d,0.25,7,0.35
405,StuartArmstrong,MID,Southampton,47,d,0.25,1,0.05
338,ScottMcTominay,MID,Man Utd,49,d,0.25,4,0.2
404,JackStephens,DEF,Bournemouth,43,d,0.5,2,0.2
269,BoubakarySoumaré,MID,Leicester,44,d,0.5,2,0.2
397,TaiwoAwoniyi,FWD,Nott'm Forest,56,d,0.25,11,0.55
594,AlexanderIsak,FWD,Newcastle,66,d,0.75,9,1.35
450,Pape MatarSarr,MID,Spurs,43,d,0.75,3,0.45
314,PhilFoden,MID,Man City,80,d,0.75,3,0.45
493,MorganGibbs-White,MID,Nott'm Forest,55,d,0.25,18,0.9
409,KyleWalker-Peters,DEF,Southampton,44,d,0.75,7,1.05
354,ChrisWood,FWD,Nott'm Forest,56,d,0.75,7,1.05
174,NathanFerguson,DEF,Crystal Palace,39,i,0.0,0,0.0
28,GabrielFernando de Jesus,FWD,Arsenal,79,i,0.0,0,0.0
132,MateoKovacic,MID,Chelsea,49,i,0.0,5,0.0
226,StuartDallas,DEF,Leeds,49,i,0.0,0,0.0
302,JohnStones,DEF,Man City,54,i,0.0,20,0.0
140,ChristianPulisic,MID,Chelsea,57,i,0.0,3,0.0
367,MattTargett,DEF,Newcastle,47,i,0.0,0,0.0
575,MaxwelCornet,MID,West Ham,59,i,0.0,0,0.0
279,RobertoFirmino,FWD,Liverpool,80,i,0.0,0,0.0
154,JamesMcArthur,MID,Crystal Palace,48,i,0.0,0,0.0
268,JamesJustin,DEF,Leicester,42,i,0.0,0,0.0
490,Francisco JorgeTomás Oliveira,MID,Wolves,50,i,0.0,0,0.0
280,Virgilvan Dijk,DEF,Liverpool,65,i,0.0,2,0.0
290,IbrahimaKonaté,DEF,Liverpool,48,i,0.0,6,0.0
59,RyanFredericks,DEF,Bournemouth,44,i,0.0,0,0.0
117,JakubModer,MID,Brighton,44,i,0.0,0,0.0
519,ChristianEriksen,MID,Man Utd,63,i,0.0,19,0.0
349,JonjoShelvey,MID,Nott'm Forest,48,i,0.0,0,0.0
583,CheikhouKouyaté,MID,Nott'm Forest,44,i,0.0,0,0.0
197,NathanPatterson,DEF,Everton,39,i,0.0,1,0.0
12,EmileSmith Rowe,MID,Arsenal,56,i,0.0,1,0.0
293,LuisDíaz,MID,Liverpool,78,i,0.0,0,0.0
225,RodrigoMoreno,MID,Leeds,64,i,0.0,13,0.0
570,JamesGarner,MID,Everton,45,i,0.0,0,0.0
288,DiogoTeixeira da Silva,FWD,Liverpool,88,i,0.0,0,0.0
419,TinoLivramento,DEF,Southampton,44,i,0.0,0,0.0
50,Diego CarlosSantos Silva,DEF,Aston Villa,47,i,0.0,0,0.0
461,KurtZouma,DEF,West Ham,44,i,0.0,11,0.0
150,ArmandoBroja,FWD,Chelsea,53,i,0.0,0,0.0
336,Donnyvan de Beek,MID,Man Utd,51,i,0.0,2,0.0
399,GiulianBiancone,DEF,Nott'm Forest,42,i,0.0,0,0.0
616,DenisZakaria,MID,Chelsea,49,i,0.0,6,0.0
250,RyanBertrand,DEF,Leicester,39,i,0.0,0,0.0
165,JoachimAndersen,DEF,Crystal Palace,45,i,0.0,6,0.0
160,WilfriedZaha,MID,Crystal Palace,72,i,0.0,12,0.0
60,DavidBrooks,MID,Bournemouth,53,i,0.0,0,0.0
398,DeanHenderson,GKP,Nott'm Forest,47,i,0.0,15,0.0
204,NeeskensKebano,MID,Fulham,54,i,0.0,0,0.0
58,JuniorStanislas,MID,Bournemouth,48,i,0.0,0,0.0
608,SasaKalajdzic,FWD,Wolves,53,i,0.0,0,0.0
486,PedroLomba Neto,MID,Wolves,49,i,0.0,0,0.0
620,Arthur HenriqueRamos de Oliveira Melo,MID,Liverpool,48,i,0.0,0,0.0
78,PontusJansson,DEF,Brentford,42,i,0.0,1,0.0
529,GianlucaScamacca,FWD,West Ham,66,i,0.0,11,0.0
663,SonnyPerkins,FWD,Leeds,45,i,0.0,0,0.0
147,EdouardMendy,GKP,Chelsea,48,i,0.0,0,0.0
224,AdamForshaw,MID,Leeds,44,i,0.0,1,0.0
387,RyanYates,MID,Nott'm Forest,50,i,0.0,6,0.0
4,MohamedElneny,MID,Arsenal,41,i,0.0,1,0.0
565,ArchieGray,MID,Leeds,45,i,0.0,0,0.0
363,JavierManquillo Gaitán,DEF,Newcastle,42,i,0.0,0,0.0
629,BoubacarTraoré,MID,Wolves,44,i,0.0,0,0.0
639,SammyBraybrooke,MID,Leicester,45,i,0.0,0,0.0
134,N'GoloKanté,MID,Chelsea,48,i,0.0,0,0.0
364,EmilKrafth,DEF,Newcastle,43,i,0.0,0,0.0
93,FrankOnyeka,MID,Brentford,48,i,0.0,0,0.0
230,RobinKoch,DEF,Leeds,45,s,0.0,12,0.0
374,BrunoGuimarães Rodriguez Moura,MID,Newcastle,56,s,0.0,8,0.0
593,Carlos HenriqueCasimiro,MID,Man Utd,49,s,0.0,18,0.0
437,StevenBergwijn,MID,Spurs,55,u,0.0,0,0.0
488,FabioSilva,FWD,Wolves,55,u,0.0,0,0.0
421,MateuszLis,GKP,Southampton,40,u,0.0,0,0.0
172,JesurunRak-Sakyi,MID,Crystal Palace,45,u,0.0,0,0.0
449,HarveyWhite,MID,Spurs,44,u,0.0,1,0.0
543,MattClarke,DEF,Brighton,40,u,0.0,0,0.0
670,FilipMarschall,GKP,Aston Villa,40,u,0.0,0,0.0
207,PauloGazzaniga Farias,GKP,Fulham,40,u,0.0,0,0.0
539,JamesHill,DEF,Bournemouth,44,u,0.0,0,0.0
232,RaphaelDias Belloli,MID,Leeds,70,u,0.0,0,0.0
687,KaseyMcAteer,MID,Leicester,45,u,0.0,0,0.0
572,ArmstrongOko-Flex,MID,West Ham,44,u,0.0,0,0.0
568,ChemCampbell,MID,Wolves,44,u,0.0,0,0.0
98,DominicThompson,DEF,Brentford,40,u,0.0,0,0.0
126,KacperKozłowski,MID,Brighton,45,u,0.0,0,0.0
121,TaylorRichards,MID,Brighton,45,u,0.0,0,0.0
339,EricBailly,DEF,Man Utd,40,u,0.0,0,0.0
155,ChristianBenteke,FWD,Crystal Palace,55,u,0.0,0,0.0
495,RemiMatthews,GKP,Crystal Palace,40,u,0.0,0,0.0
208,TerenceKongolo,DEF,Fulham,39,u,0.0,0,0.0
563,LukeChambers,DEF,Liverpool,40,u,0.0,0,0.0
68,BenPearson,MID,Bournemouth,44,u,0.0,2,0.0
320,LukeMbete-Tabu,DEF,Man City,39,u,0.0,0,0.0
500,Seppvan den Berg,DEF,Liverpool,40,u,0.0,0,0.0
638,LamareBogarde,DEF,Aston Villa,40,u,0.0,0,0.0
567,ConnorRonan,MID,Wolves,44,u,0.0,0,0.0
198,NielsNkounkou,DEF,Everton,40,u,0.0,0,0.0
228,DiegoLlorente,DEF,Leeds,44,u,0.0,0,0.0
183,AllanMarques Loureiro,MID,Everton,48,u,0.0,0,0.0
99,MadsBidstrup,MID,Brentford,45,u,0.0,0,0.0
498,RhysWilliams,DEF,Liverpool,40,u,0.0,0,0.0
323,LiamDelap,FWD,Man City,44,u,0.0,0,0.0
606,HarveyVale,MID,Chelsea,45,u,0.0,0,0.0
351,FedericoFernández,DEF,Newcastle,44,u,0.0,0,0.0
496,LukePlange,FWD,Crystal Palace,45,u,0.0,0,0.0
675,JordanSmith,GKP,Nott'm Forest,40,u,0.0,0,0.0
61,JamalLowe,MID,Bournemouth,52,u,0.0,1,0.0
403,NathanRedmond,MID,Southampton,53,u,0.0,0,0.0
22,LucasTorreira di Pascua,MID,Arsenal,45,u,0.0,0,0.0
579,Gonçalo ManuelGanchinho Guedes,MID,Wolves,58,u,0.0,0,0.0
138,Robert KenedyNunes do Nascimento,DEF,Chelsea,39,u,0.0,0,0.0
384,JoeLolley,MID,Nott'm Forest,49,u,0.0,0,0.0
499,BenDavies,DEF,Liverpool,40,u,0.0,9,0.0
241,LewisBate,MID,Leeds,45,u,0.0,0,0.0
542,KjellScherpen,GKP,Brighton,40,u,0.0,0,0.0
382,BriceSamba,GKP,Nott'm Forest,45,u,0.0,0,0.0
525,LudwigAugustinsson,DEF,Aston Villa,43,u,0.0,1,0.0
492,MatijaŠarkić,GKP,Wolves,39,u,0.0,0,0.0
326,Cristiano Ronaldodos Santos Aveiro,FWD,Man Utd,102,u,0.0,0,0.0
557,JacksonSmith,GKP,Wolves,39,u,0.0,0,0.0
414,YanValery,DEF,Southampton,40,u,0.0,0,0.0
122,HaydonRoberts,DEF,Brighton,40,u,0.0,0,0.0
27,MarcusOliveira Alencar,MID,Arsenal,46,u,0.0,0,0.0
547,CodyDrameh,DEF,Leeds,40,u,0.0,0,0.0
144,CallumHudson-Odoi,MID,Chelsea,53,u,0.0,0,0.0
434,HarryWinks,MID,Spurs,44,u,0.0,0,0.0
82,SergiCanós Tenés,DEF,Brentford,50,u,0.0,1,0.0
20,PabloMarí Villar,DEF,Arsenal,45,u,0.0,0,0.0
203,NathanielChalobah,MID,Fulham,44,u,0.0,1,0.0
393,LoïcMbe Soh,DEF,Nott'm Forest,42,u,0.0,0,0.0
615,MatejKovár,GKP,Man Utd,40,u,0.0,0,0.0
41,MarvelousNakamba,MID,Aston Villa,43,u,0.0,0,0.0
118,EnockMwepu,MID,Brighton,53,u,0.0,0,0.0
55,JadenPhilogene-Bidace,MID,Aston Villa,45,u,0.0,0,0.0
540,FinStevens,DEF,Brentford,40,u,0.0,0,0.0
412,NathanTella,MID,Southampton,50,u,0.0,0,0.0
151,EthanAmpadu,DEF,Chelsea,44,u,0.0,0,0.0
402,OriolRomeu Vidal,MID,Southampton,48,u,0.0,0,0.0
554,BryanGil Salvatierra,MID,Spurs,50,u,0.0,8,0.0
386,MohamedDräger,DEF,Nott'm Forest,40,u,0.0,0,0.0
310,ZackSteffen,GKP,Man City,40,u,0.0,0,0.0
604,KillianPhillips,MID,Crystal Palace,45,u,0.0,0,0.0
49,TimIroegbunam,MID,Aston Villa,45,u,0.0,0,0.0
54,CameronArcher,FWD,Aston Villa,42,u,0.0,0,0.0
485,LukeCundle,MID,Wolves,44,u,0.0,0,0.0
91,MadsBech Sørensen,DEF,Brentford,45,u,0.0,1,0.0
9,NicolasPépé,MID,Arsenal,53,u,0.0,0,0.0
442,JoeRodon,DEF,Spurs,40,u,0.0,0,0.0
248,KasperSchmeichel,GKP,Leicester,50,u,0.0,0,0.0
685,NathanButler-Oyedeji,FWD,Arsenal,45,u,0.0,0,0.0
683,GarangKuol,MID,Newcastle,45,u,0.0,0,0.0
77,WillDennis,GKP,Bournemouth,39,u,0.0,0,0.0
96,CharlieGoode,DEF,Brentford,39,u,0.0,0,0.0
143,MalangSarr,DEF,Chelsea,50,u,0.0,0,0.0
389,JonathanPanzo,DEF,Nott'm Forest,40,u,0.0,0,0.0
647,LewisPayne,MID,Southampton,45,u,0.0,0,0.0
74,SirikiDembélé,MID,Bournemouth,47,u,0.0,4,0.0
353,KarlDarlow,GKP,Newcastle,39,u,0.0,0,0.0
537,KaineKesler Hayden,DEF,Aston Villa,40,u,0.0,0,0.0
429,MattDoherty,DEF,Spurs,46,u,0.0,16,0.0
243,Leo FuhrHjelde,DEF,Leeds,39,u,0.0,0,0.0
561,LewisWarrington,MID,Everton,44,u,0.0,0,0.0
621,LoïcBadé,DEF,Nott'm Forest,45,u,0.0,0,0.0
251,MarcAlbrighton,MID,Leicester,47,u,0.0,10,0.0
38,KortneyHause,DEF,Aston Villa,44,u,0.0,0,0.0
51,AnwarEl Ghazi,MID,Aston Villa,48,u,0.0,0,0.0
216,JoshOnomah,MID,Fulham,43,u,0.0,0,0.0
263,HamzaChoudhury,MID,Leicester,45,u,0.0,0,0.0
229,TylerRoberts,MID,Leeds,50,u,0.0,0,0.0
652,JamesFurlong,DEF,Brighton,40,u,0.0,0,0.0
522,DjedSpence,DEF,Spurs,41,u,0.0,1,0.0
640,EdTurns,DEF,Brighton,40,u,0.0,0,0.0
627,EldinJakupovic,GKP,Everton,40,u,0.0,0,0.0
181,DeleAlli,MID,Everton,53,u,0.0,0,0.0
375,JeffHendrick,MID,Newcastle,45,u,0.0,0,0.0
556,ConorCoventry,MID,West Ham,44,u,0.0,0,0.0
56,FrédéricGuilbert,DEF,Aston Villa,39,u,0.0,0,0.0
395,AlexMighten,MID,Nott'm Forest,49,u,0.0,0,0.0
317,JamesMcAtee,MID,Man City,45,u,0.0,0,0.0
129,MarcosAlonso,DEF,Chelsea,53,u,0.0,0,0.0
352,CiaranClark,DEF,Newcastle,45,u,0.0,0,0.0
242,JoeGelhardt,FWD,Leeds,51,u,0.0,6,0.0
137,TimoWerner,FWD,Chelsea,79,u,0.0,0,0.0
97,MarcusForss,FWD,Brentford,45,u,0.0,0,0.0
361,DwightGayle,FWD,Newcastle,45,u,0.0,0,0.0
306,JoãoCancelo,DEF,Man City,71,u,0.0,2,0.0
260,AyozePérez,MID,Leicester,47,u,0.0,4,0.0
187,Jean-PhilippeGbamin,MID,Everton,45,u,0.0,0,0.0
52,KeinanDavis,FWD,Aston Villa,54,u,0.0,0,0.0
334,AlexTelles,DEF,Man Utd,50,u,0.0,0,0.0
648,RyanFinnigan,MID,Southampton,45,u,0.0,0,0.0
196,JarradBranthwaite,DEF,Everton,40,u,0.0,0,0.0
100,ElleryBalcombe,GKP,Brentford,40,u,0.0,0,0.0
219,JayStansfield,FWD,Fulham,45,u,0.0,0,0.0
206,JoeBryan,DEF,Fulham,44,u,0.0,0,0.0
214,IvanNeves Abreu Cavaleiro,MID,Fulham,48,u,0.0,0,0.0
392,RichieLaryea,DEF,Nott'm Forest,45,u,0.0,0,0.0
521,TyreseFrancois,MID,Fulham,44,u,0.0,0,0.0
177,SalomónRondón,FWD,Everton,49,u,0.0,0,0.0
666,DaleTaylor,FWD,Nott'm Forest,45,u,0.0,0,0.0
447,DaneScarlett,FWD,Spurs,45,u,0.0,0,0.0
462,ArthurMasuaku,DEF,West Ham,45,u,0.0,0,0.0
634,John-KymaniGordon,FWD,Crystal Palace,45,u,0.0,0,0.0
131,RossBarkley,MID,Chelsea,49,u,0.0,0,0.0
662,ThomasCannon,FWD,Everton,45,u,0.0,0,0.0
115,StevenAlzate,MID,Brighton,44,u,0.0,0,0.0
34,BertrandTraoré,MID,Aston Villa,49,u,0.0,0,0.0
597,ChristianSaydee,FWD,Bournemouth,45,u,0.0,0,0.0
673,BashirHumphreys,DEF,Chelsea,45,u,0.0,0,0.0
218,RodrigoMuniz Carvalho,FWD,Fulham,54,u,0.0,0,0.0
415,WillSmallbone,MID,Southampton,45,u,0.0,0,0.0
550,AmadDiallo,MID,Man Utd,44,u,0.0,0,0.0
598,OwenBevan,DEF,Bournemouth,40,u,0.0,0,0.0
223,MateuszKlich,MID,Leeds,46,u,0.0,2,0.0
17,NunoVarela Tavares,DEF,Arsenal,45,u,0.0,0,0.0
466,NikolaVlasic,MID,West Ham,50,u,0.0,0,0.0
173,MalcolmEbiowei,MID,Crystal Palace,42,u,0.0,0,0.0
541,HalilDervişoğlu,FWD,Brentford,45,u,0.0,0,0.0
36,MorganSanson,MID,Aston Villa,43,u,0.0,1,0.0
234,JamieShackleton,MID,Leeds,45,u,0.0,0,0.0
438,SergioReguilón,DEF,Spurs,42,u,0.0,0,0.0
599,ClaudioGomes,MID,Man City,45,u,0.0,0,0.0
63,EmilianoMarcondes,MID,Bournemouth,47,u,0.0,0,0.0
202,AnthonyKnockaert,MID,Fulham,47,u,0.0,0,0.0
396,BraianOjeda Rodríguez,MID,Nott'm Forest,45,u,0.0,0,0.0
660,SholaShoretire,FWD,Man Utd,45,u,0.0,0,0.0
184,AndréTavares Gomes,MID,Everton,45,u,0.0,0,0.0
390,XandeNascimento da Costa Silva,MID,Nott'm Forest,50,u,0.0,0,0.0
322,JoshWilson-Esbrand,DEF,Man City,38,u,0.0,0,0.0
494,YersonMosquera Valdelamar,DEF,Wolves,39,u,0.0,0,0.0
453,TroyParrott,FWD,Spurs,45,u,0.0,0,0.0
